Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Matthew Scharenberg,Collingwood,2019,MEDIUM_DEFENDER,1995-09-18,24,7,5.642857142857142,0.26732673267326734
Matthew Suckling,Western Bulldogs,2019,MEDIUM_DEFENDER,1988-07-25,31,19,11.031578947368422,0.2545454545454546
Maverick Weller,Richmond,2019,MEDIUM_FORWARD,1992-02-13,27,2,10.65,0.34375
Max Gawn,Melbourne,2019,RUCK,1991-12-30,28,21,18.485714285714284,0.5913978494623655
Max King,St Kilda,2019,KEY_FORWARD,2000-07-07,NA,NA,NA,NA
Max Lynch,Collingwood,2019,RUCK,1998-09-12,NA,NA,NA,NA
Michael Gibbons,Carlton,2019,MEDIUM_FORWARD,1995-05-15,24,21,7.014285714285714,0.3355932203389831
Michael Hartley,Essendon,2019,KEY_DEFENDER,1993-06-07,26,3,10.6,0.4444444444444445
Michael Hibberd,Melbourne,2019,MEDIUM_DEFENDER,1990-01-03,29,19,7.794736842105263,0.3227848101265823
Michael Hurley,Essendon,2019,KEY_DEFENDER,1990-06-01,29,19,6.7368421052631575,0.28213166144200624
Michael Knoll,Sydney Swans,2019,RUCK,1993-02-27,NA,NA,NA,NA
Michael Rischitelli,Gold Coast Suns,2019,MEDIUM_FORWARD,1986-01-08,33,7,6.671428571428571,0.5217391304347826
Michael Walters,Fremantle,2019,MIDFIELDER_FORWARD,1991-01-07,28,22,14.586363636363636,0.43595041322314054
Mitch Brown,Essendon,2019,KEY_FORWARD,1990-08-28,29,16,6.06875,0.2889908256880734
Mitch Duncan,Geelong Cats,2019,MIDFIELDER,1991-06-10,28,23,10.604347826086956,0.28494623655913975
Mitch Hannan,Melbourne,2019,MEDIUM_FORWARD,1994-03-09,25,6,4.533333333333333,0.35384615384615387
Mitch McGovern,Carlton,2019,KEY_FORWARD,1994-10-11,25,16,7.09375,0.3897058823529412
Mitch Riordan,Gold Coast Suns,2019,MIDFIELDER,2000-01-25,NA,NA,NA,NA
Mitch Robinson,Brisbane Lions,2019,MIDFIELDER,1989-06-07,30,23,12.26086956521739,0.3649193548387097
Mitch Wallis,Western Bulldogs,2019,MIDFIELDER_FORWARD,1992-10-24,27,10,10.08,0.39035087719298245
Mitchell Crowden,Fremantle,2019,MEDIUM_FORWARD,1999-04-28,20,5,8.92,0.5535714285714286
Mitchell Hinge,Brisbane Lions,2019,MIDFIELDER,1998-06-26,21,2,8.6,0.41379310344827586
Mitchell Lewis,Hawthorn,2019,KEY_FORWARD,NA,21,12,7.033333333333333,0.5539568345323741
Myles Poholke,Adelaide Crows,2019,MEDIUM_FORWARD,1998-07-10,21,2,2.7,0.36
Nakia Cockatoo,Geelong Cats,2019,MIDFIELDER_FORWARD,1996-10-23,NA,NA,NA,NA
Nat Fyfe,Fremantle,2019,MIDFIELDER,1991-09-18,28,20,18.47,0.5811258278145695
Nathan Broad,Richmond,2019,MEDIUM_DEFENDER,1993-04-15,26,24,5.866666666666666,0.3037037037037037
Nathan Brown,St Kilda,2019,KEY_DEFENDER,1988-12-17,31,16,7.38125,0.39552238805970147
Nathan Hrovat,North Melbourne,2019,MEDIUM_FORWARD,1994-06-07,25,5,7.22,0.4230769230769231
Nathan Jones,Melbourne,2019,MEDIUM_DEFENDER,1988-01-20,31,22,9.1,0.32671081677704195
Nathan Kreuger,Geelong Cats,2019,KEY_FORWARD,1999-06-25,NA,NA,NA,NA
Nathan Murphy,Collingwood,2019,MEDIUM_DEFENDER,1999-12-15,NA,NA,NA,NA
Nathan Vardy,West Coast Eagles,2019,RUCK,1991-06-25,28,11,6.6909090909090905,0.5657894736842105
Nathan Wilson,Fremantle,2019,MEDIUM_DEFENDER,1993-01-07,26,18,6.611111111111112,0.2898550724637681
Ned McHenry,Adelaide Crows,2019,MIDFIELDER,2000-07-13,NA,NA,NA,NA
Ned Reeves,Hawthorn,2019,RUCK,1998-10-31,NA,NA,NA,NA
Neville Jetta,Melbourne,2019,MEDIUM_DEFENDER,1990-02-12,29,7,6.757142857142857,0.5135135135135135
Nic Naitanui,West Coast Eagles,2019,RUCK,1990-05-04,29,5,14.42,0.7096774193548387
Nic Newman,Carlton,2019,MEDIUM_DEFENDER,1993-01-15,26,20,9.05,0.27868852459016397
Nick Blakey,Sydney Swans,2019,KEY_FORWARD,2000-02-27,19,21,7.852380952380952,0.4716981132075472
Nick Coffield,St Kilda,2019,MEDIUM_DEFENDER,1999-10-23,20,8,5.1,0.2956521739130435
Nick Haynes,GWS Giants,2019,MEDIUM_DEFENDER,1992-05-18,27,23,9.217391304347826,0.2823529411764706
Nick Hind,St Kilda,2019,MEDIUM_FORWARD,1994-08-19,25,11,9.427272727272728,0.36885245901639346
Nick Holman,Gold Coast Suns,2019,MEDIUM_FORWARD,1995-05-29,24,12,9.333333333333334,0.5389221556886227
Nick Larkey,North Melbourne,2019,KEY_FORWARD,1998-06-06,21,17,7.982352941176471,0.5276073619631901
Nick Robertson,Brisbane Lions,2019,MEDIUM_DEFENDER,NA,24,5,6.4399999999999995,0.29411764705882354
Nick Shipley,GWS Giants,2019,MIDFIELDER,NA,NA,NA,NA,NA
Nick Smith,Sydney Swans,2019,MEDIUM_DEFENDER,1988-06-12,NA,NA,NA,NA
Nick Vlastuin,Richmond,2019,MEDIUM_DEFENDER,1994-04-19,25,24,12.008333333333333,0.3665893271461717
Noah Answerth,Brisbane Lions,2019,MEDIUM_DEFENDER,1999-08-06,20,19,7.015789473684211,0.36123348017621143
Noah Balta,Richmond,2019,RUCK,1999-10-23,20,13,7.369230769230769,0.6
Noah Gown,Essendon,2019,KEY_FORWARD,2000-02-01,NA,NA,NA,NA
Oleg Markov,Richmond,2019,MIDFIELDER,1996-05-08,23,2,5.25,0.37037037037037035
Oliver Florent,Sydney Swans,2019,MIDFIELDER,1998-07-22,21,21,9.742857142857142,0.33924050632911396
Oliver Hanrahan,Hawthorn,2019,MEDIUM_FORWARD,1998-08-27,21,9,7.044444444444444,0.3666666666666667
Ollie Wines,Port Adelaide,2019,MIDFIELDER,1994-10-07,25,12,10.85,0.42033898305084744
Orazio Fantasia,Essendon,2019,MEDIUM_FORWARD,1995-09-14,24,15,9.06,0.3579545454545454
Oscar Allen,West Coast Eagles,2019,KEY_FORWARD,1999-03-19,20,21,8.514285714285714,0.5045454545454545
Oscar Brownless,Geelong Cats,2019,MEDIUM_DEFENDER,2000-02-16,NA,NA,NA,NA
Oscar Clavarino,St Kilda,2019,KEY_DEFENDER,1999-05-22,NA,NA,NA,NA
Oscar McDonald,Melbourne,2019,KEY_DEFENDER,1996-03-18,23,12,5.891666666666667,0.3235294117647059
Oscar McInerney,Brisbane Lions,2019,RUCK,1994-07-10,25,21,7.985714285714286,0.7055555555555556
Oskar Baker,Melbourne,2019,MIDFIELDER,1998-05-25,21,9,6.7,0.2677165354330709
Paddy Dow,Carlton,2019,MIDFIELDER_FORWARD,1999-10-16,20,19,7.773684210526316,0.47232472324723246
Paddy McCartin,St Kilda,2019,KEY_FORWARD,1996-04-19,NA,NA,NA,NA
Paddy Ryder,Port Adelaide,2019,RUCK,1988-03-14,31,17,12.847058823529412,0.6703296703296703
Patrick Ambrose,Essendon,2019,KEY_DEFENDER,1991-09-01,28,20,5.525,0.4019607843137255
Patrick Bines,West Coast Eagles,2019,KEY_FORWARD,1999-02-05,NA,NA,NA,NA
Patrick Cripps,Carlton,2019,MIDFIELDER,1995-03-18,24,20,16.715,0.6017699115044248
Patrick Dangerfield,Geelong Cats,2019,MIDFIELDER,1990-04-05,29,24,16.091666666666665,0.5312024353120244
Patrick Kerr,Carlton,2019,KEY_FORWARD,1998-07-31,NA,NA,NA,NA
Patrick Lipinski,Western Bulldogs,2019,MIDFIELDER_FORWARD,1998-07-17,21,14,11.107142857142858,0.2815533980582524
Patrick Naish,Richmond,2019,MIDFIELDER,1999-01-15,20,2,8,0.1794871794871795
Patrick Wilson,Adelaide Crows,2019,MIDFIELDER,1994-12-11,25,1,3.5,0.3125
Paul Ahern,North Melbourne,2019,MEDIUM_DEFENDER,1996-08-01,23,7,6.657142857142857,0.3728813559322034
Paul Hunter,Adelaide Crows,2019,RUCK,1993-02-09,NA,NA,NA,NA
Paul Puopolo,Hawthorn,2019,MEDIUM_FORWARD,1987-12-02,32,22,9.104545454545454,0.524904214559387
Paul Seedsman,Adelaide Crows,2019,MIDFIELDER,1992-01-22,27,13,10.284615384615385,0.21862348178137653
Pearce Hanley,Gold Coast Suns,2019,MEDIUM_DEFENDER,1988-11-15,31,16,8.29375,0.29553264604810997
Peter Ladhams,Port Adelaide,2019,RUCK,1998-01-14,21,5,11.2,0.5714285714285715
Peter Wright,Gold Coast Suns,2019,KEY_FORWARD,1996-09-08,23,17,8.676470588235293,0.39901477832512317
Phil Davis,GWS Giants,2019,KEY_DEFENDER,1990-08-30,29,23,9.339130434782609,0.3769968051118211
Quinton Narkle,Geelong Cats,2019,MIDFIELDER,1997-12-03,22,6,9.666666666666668,0.3980582524271844
Red Og Murphy,North Melbourne,2019,MEDIUM_FORWARD,2000-10-18,NA,NA,NA,NA
Reece Conca,Fremantle,2019,MIDFIELDER,1992-08-12,27,22,6.3545454545454545,0.3691931540342298
Reilly O'Brien,Adelaide Crows,2019,RUCK,1995-08-20,24,18,11.938888888888888,0.6491228070175439
Rhylee West,Western Bulldogs,2019,MEDIUM_FORWARD,2000-07-12,19,3,10.333333333333334,0.5945945945945946
Rhys Mathieson,Brisbane Lions,2019,MIDFIELDER_FORWARD,1997-01-10,22,9,5.811111111111111,0.4609929078014184
Rhys Stanley,Geelong Cats,2019,RUCK,1990-12-01,29,18,11.922222222222222,0.5059760956175299
Richard Douglas,Adelaide Crows,2019,MEDIUM_FORWARD,1987-02-06,32,9,5.644444444444445,0.31851851851851853
Ricky Henderson,Hawthorn,2019,MIDFIELDER,1988-09-11,31,22,11.977272727272727,0.2523364485981308
Riley Bonner,Port Adelaide,2019,MEDIUM_DEFENDER,1997-03-07,22,19,7.2894736842105265,0.2584615384615385
Riley Collier-Dawkins,Richmond,2019,MIDFIELDER,2000-03-02,NA,NA,NA,NA
Riley Grundy,Port Adelaide,2019,KEY_DEFENDER,2000-07-28,NA,NA,NA,NA
Riley Knight,Adelaide Crows,2019,MEDIUM_FORWARD,1995-03-27,24,15,5.98,0.3173913043478261
Roarke Smith,Western Bulldogs,2019,MIDFIELDER,1996-09-11,23,5,5.220000000000001,0.4067796610169491
Robbie Fox,Sydney Swans,2019,MEDIUM_DEFENDER,1993-04-16,26,11,6.790909090909091,0.36641221374045796
Robbie Gray,Port Adelaide,2019,MIDFIELDER_FORWARD,1988-03-30,31,19,12.926315789473684,0.48
Robbie Tarrant,North Melbourne,2019,KEY_DEFENDER,1989-04-25,30,22,8.063636363636364,0.3283582089552239
Robbie Young,St Kilda,2019,MEDIUM_FORWARD,1995-03-02,24,3,3.533333333333333,0.42105263157894735
Rory Atkins,Adelaide Crows,2019,MIDFIELDER,1994-07-12,25,20,8.76,0.24129930394431554
Rory Laird,Adelaide Crows,2019,MEDIUM_DEFENDER,1993-12-29,26,22,9.8,0.27086882453151623
Rory Lobb,Fremantle,2019,RUCK,1993-02-09,26,15,12.98,0.6097560975609756
Rory Sloane,Adelaide Crows,2019,MIDFIELDER,1990-03-17,29,22,14.5,0.5236363636363637
Rory Thompson,Gold Coast Suns,2019,KEY_DEFENDER,1991-03-12,NA,NA,NA,NA
Rowan Marshall,St Kilda,2019,RUCK,1995-11-24,24,20,15.295,0.6135135135135135
Rupert Wills,Collingwood,2019,MIDFIELDER,1993-05-20,26,9,7.266666666666667,0.4375
Ryan Abbott,Geelong Cats,2019,RUCK,1991-06-25,28,1,3.7,0.42857142857142855
Ryan Bastinac,Brisbane Lions,2019,MIDFIELDER,1991-06-22,28,3,5.533333333333333,0.2571428571428572
Ryan Burton,Port Adelaide,2019,MEDIUM_DEFENDER,1997-01-31,22,16,7.54375,0.3382899628252788
Ryan Clarke,Sydney Swans,2019,MIDFIELDER,1997-06-17,22,14,5.5,0.3093220338983051
Ryan Gardner,Western Bulldogs,2019,KEY_FORWARD,1997-06-01,22,2,1.85,0.5
Ryan Garthwaite,Richmond,2019,KEY_DEFENDER,1998-06-30,21,7,4.957142857142857,0.2222222222222222
Ryan Lester,Brisbane Lions,2019,MEDIUM_DEFENDER,1992-08-26,27,9,7.944444444444445,0.36893203883495146
Ryan Nyhuis,Fremantle,2019,MEDIUM_DEFENDER,1996-09-06,23,5,8.54,0.45901639344262296
Ryan Schoenmakers,Hawthorn,2019,KEY_FORWARD,1990-11-08,NA,NA,NA,NA
Ryley Stoddart,Sydney Swans,2019,MEDIUM_DEFENDER,1999-10-15,20,2,1.15,0.14285714285714285
Sam Alabakis,St Kilda,2019,RUCK,1997-05-02,NA,NA,NA,NA
Sam Collins,Gold Coast Suns,2019,KEY_DEFENDER,1994-06-15,25,9,9.022222222222222,0.5462962962962963
Sam Day,Gold Coast Suns,2019,KEY_FORWARD,1992-09-06,27,10,9.28,0.5254237288135593
Sam Docherty,Carlton,2019,MEDIUM_DEFENDER,1993-10-17,NA,NA,NA,NA
Sam Draper,Essendon,2019,RUCK,1998-09-28,NA,NA,NA,NA
Sam Durdin,North Melbourne,2019,KEY_DEFENDER,1996-06-06,23,10,5.84,0.34444444444444444
Sam Fletcher,Gold Coast Suns,2019,MIDFIELDER,2000-01-27,NA,NA,NA,NA
Sam Frost,Melbourne,2019,KEY_DEFENDER,1993-08-28,26,22,8.95,0.42123287671232873
Sam Gray,Port Adelaide,2019,MEDIUM_FORWARD,1992-02-01,27,20,7.975,0.3429394812680115
Sam Hayes,Port Adelaide,2019,RUCK,1999-06-09,NA,NA,NA,NA
Sam Jacobs,Adelaide Crows,2019,RUCK,1988-04-10,31,5,10.72,0.5932203389830508
Sam Lloyd,Western Bulldogs,2019,MEDIUM_FORWARD,1990-03-03,29,23,9.873913043478261,0.33994334277620397
Sam Mayes,Port Adelaide,2019,MIDFIELDER,1994-05-20,NA,NA,NA,NA
Sam Menegola,Geelong Cats,2019,MIDFIELDER,1992-03-07,27,12,8.383333333333333,0.39662447257383965
Sam Murray,Collingwood,2019,MEDIUM_DEFENDER,1997-09-02,NA,NA,NA,NA
Sam Naismith,Sydney Swans,2019,RUCK,1992-07-16,NA,NA,NA,NA
Sam Petrevski-Seton,Carlton,2019,MEDIUM_DEFENDER,1998-02-19,21,22,9.877272727272727,0.4170616113744076
Sam Powell-Pepper,Port Adelaide,2019,MIDFIELDER_FORWARD,1998-01-08,21,19,9.18421052631579,0.4251336898395722
Sam Reid,Sydney Swans,2019,KEY_FORWARD,1991-12-27,28,22,10.636363636363637,0.5019305019305019
Sam Rowe,St Kilda,2019,KEY_FORWARD,1987-11-19,32,1,5.6,0.6666666666666666
Sam Simpson,Geelong Cats,2019,MIDFIELDER,1998-06-14,NA,NA,NA,NA
Sam Skinner,Brisbane Lions,2019,KEY_FORWARD,1997-06-29,NA,NA,NA,NA
Sam Sturt,Fremantle,2019,MEDIUM_FORWARD,2000-05-12,NA,NA,NA,NA
Sam Switkowski,Fremantle,2019,MEDIUM_FORWARD,1996-11-20,23,18,8.911111111111111,0.5164319248826291
Sam Taylor,GWS Giants,2019,KEY_DEFENDER,1999-05-05,20,22,8.122727272727273,0.4067796610169491
Sam Walsh,Carlton,2019,MIDFIELDER,2000-07-02,19,22,9.231818181818182,0.3785714285714286
Sam Weideman,Melbourne,2019,KEY_FORWARD,1997-06-26,22,11,7.5,0.504424778761062
Sam Wicks,Sydney Swans,2019,MIDFIELDER,1999-09-14,NA,NA,NA,NA
Sam Wright,North Melbourne,2019,MEDIUM_DEFENDER,1990-07-15,29,4,2.3,0.22535211267605634
Sam J. Reid,GWS Giants,2019,MEDIUM_DEFENDER,1989-11-07,30,26,6.496153846153846,0.37150127226463103
Scott Jones,Fremantle,2019,RUCK,1995-05-20,24,1,10.2,0.6470588235294118
Scott Lycett,Port Adelaide,2019,RUCK,1992-09-26,27,18,13.705555555555556,0.5888157894736842
Scott Pendlebury,Collingwood,2019,MIDFIELDER,1988-01-07,31,24,14.554166666666667,0.3596358118361153
Scott Selwood,Geelong Cats,2019,MIDFIELDER,1990-03-27,29,2,5,0.3611111111111111
Scott D. Thompson,North Melbourne,2019,KEY_DEFENDER,1986-05-09,NA,NA,NA,NA
Sean Darcy,Fremantle,2019,RUCK,1998-06-12,21,11,8.518181818181818,0.6201550387596899
Sean Lemmens,Gold Coast Suns,2019,MIDFIELDER_FORWARD,1994-11-02,25,8,5.975,0.5795454545454546
Sebastian Ross,St Kilda,2019,MIDFIELDER,1993-05-07,26,22,12.827272727272728,0.3222996515679442
Shai Bolton,Richmond,2019,MEDIUM_FORWARD,1998-12-08,21,19,9.105263157894736,0.38235294117647056
Shane Edwards,Richmond,2019,MEDIUM_DEFENDER,1988-10-25,31,24,14.6375,0.45703124999999994
Shane Kersten,Fremantle,2019,KEY_DEFENDER,1993-03-15,NA,NA,NA,NA
Shane McAdam,Adelaide Crows,2019,MEDIUM_FORWARD,1995-05-28,NA,NA,NA,NA
Shane Mumford,GWS Giants,2019,RUCK,1986-07-05,33,20,8.965,0.6698564593301436
Shane Savage,St Kilda,2019,MEDIUM_DEFENDER,1991-01-05,28,22,9.854545454545454,0.2455696202531646
Shannon Hurn,West Coast Eagles,2019,MEDIUM_DEFENDER,1987-09-04,32,21,11.261904761904763,0.2883116883116883
Shaun Atley,North Melbourne,2019,MEDIUM_DEFENDER,1992-09-13,27,21,8.933333333333334,0.26388888888888895
Shaun Burgoyne,Hawthorn,2019,MEDIUM_DEFENDER,1982-10-21,37,18,9.744444444444444,0.3699633699633699
Shaun Grigg,Richmond,2019,MIDFIELDER,1988-04-19,NA,NA,NA,NA
Shaun Higgins,North Melbourne,2019,MIDFIELDER,1988-03-04,31,17,12.83529411764706,0.3030927835051546
Shaun McKernan,Essendon,2019,KEY_FORWARD,1990-09-01,29,16,7.475,0.6060606060606061
Steele Sidebottom,Collingwood,2019,MIDFIELDER,1991-01-02,28,23,11.1,0.3023255813953489
Stefan Giro,Fremantle,2019,MIDFIELDER,1999-03-10,NA,NA,NA,NA
Stefan Martin,Brisbane Lions,2019,RUCK,1986-11-17,33,24,11.733333333333334,0.6571428571428573
Stefan Okunbor,Geelong Cats,2019,MEDIUM_DEFENDER,1998-08-12,NA,NA,NA,NA
Stephen Coniglio,GWS Giants,2019,MIDFIELDER,1993-12-15,26,15,13.433333333333334,0.36895674300254444
Stephen Hill,Fremantle,2019,MEDIUM_FORWARD,1990-05-01,29,3,7.133333333333334,0.30303030303030304
Steven May,Melbourne,2019,KEY_DEFENDER,1992-01-10,27,8,8.2625,0.3473684210526316
Steven Motlop,Port Adelaide,2019,MEDIUM_FORWARD,1991-03-12,28,14,7.664285714285715,0.28378378378378377
Sydney Stack,Richmond,2019,MEDIUM_DEFENDER,2000-04-28,19,17,11.147058823529411,0.36860068259385664
Tarryn Thomas,North Melbourne,2019,MEDIUM_FORWARD,2000-03-25,19,20,8.18,0.496
Taylin Duman,Fremantle,2019,MEDIUM_DEFENDER,1998-04-18,21,14,5.921428571428572,0.2727272727272727
Taylor Adams,Collingwood,2019,MIDFIELDER,1993-09-20,26,12,11.45,0.39999999999999997
Taylor Duryea,Western Bulldogs,2019,MEDIUM_DEFENDER,1991-04-24,28,14,8.221428571428572,0.276
Taylor Garner,North Melbourne,2019,MEDIUM_FORWARD,1994-01-08,25,9,7.566666666666666,0.4390243902439024
Taylor Walker,Adelaide Crows,2019,KEY_FORWARD,1990-04-25,29,22,11.072727272727272,0.4816176470588235
Teia Miles,Hawthorn,2019,MEDIUM_DEFENDER,1996-11-02,NA,NA,NA,NA
Thomas Berry,Brisbane Lions,2019,MEDIUM_FORWARD,2000-05-01,NA,NA,NA,NA
Tim Broomhead,Collingwood,2019,MIDFIELDER_FORWARD,1994-03-22,NA,NA,NA,NA
Tim English,Western Bulldogs,2019,RUCK,1997-08-10,22,20,10.2,0.43382352941176466
Tim Kelly,Geelong Cats,2019,MIDFIELDER,1994-07-26,25,25,13.88,0.45412130637636083
Tim Membrey,St Kilda,2019,KEY_FORWARD,1994-05-26,25,22,10.418181818181818,0.4241379310344828
Tim Mohr,Hawthorn,2019,KEY_DEFENDER,1988-10-19,NA,NA,NA,NA
Tim O'Brien,Hawthorn,2019,KEY_DEFENDER,1994-03-28,25,16,8.8125,0.47804878048780486
Tim Smith,Melbourne,2019,KEY_FORWARD,1991-02-20,28,7,7.585714285714285,0.5844155844155844
Tim Taranto,GWS Giants,2019,MIDFIELDER,1998-01-28,21,26,10.53076923076923,0.4056338028169014
Tobe Watson,Fremantle,2019,KEY_DEFENDER,1997-12-03,NA,NA,NA,NA
Tobin Cox,Port Adelaide,2019,MEDIUM_FORWARD,1999-07-15,NA,NA,NA,NA
Toby Bedford,Melbourne,2019,MEDIUM_FORWARD,2000-05-27,NA,NA,NA,NA
Toby Greene,GWS Giants,2019,MEDIUM_FORWARD,1993-09-25,26,19,11.326315789473684,0.43963553530751703
Toby McLean,Western Bulldogs,2019,MEDIUM_FORWARD,1996-01-31,23,19,9.310526315789474,0.35504885993485347
Toby Nankervis,Richmond,2019,RUCK,1994-08-12,25,12,8.033333333333333,0.5064935064935066
Toby Pink,Sydney Swans,2019,KEY_DEFENDER,1998-08-11,NA,NA,NA,NA
Toby Wooller,Brisbane Lions,2019,MIDFIELDER_FORWARD,1999-03-16,NA,NA,NA,NA
Todd Goldstein,North Melbourne,2019,RUCK,1988-07-01,31,22,16.395454545454545,0.5263157894736843
Todd Marshall,Port Adelaide,2019,KEY_FORWARD,1998-10-08,21,10,7.09,0.4623655913978494
Tom Atkins,Geelong Cats,2019,MEDIUM_FORWARD,1995-09-18,24,23,8.691304347826087,0.53125
Tom Barrass,West Coast Eagles,2019,KEY_DEFENDER,1995-10-08,24,14,8.485714285714286,0.3125
Tom Bellchambers,Essendon,2019,RUCK,1989-07-09,30,16,10.31875,0.6145833333333334
Tom Boyd,Western Bulldogs,2019,RUCK,1995-08-22,NA,NA,NA,NA
Tom Campbell,North Melbourne,2019,RUCK,1991-11-02,28,2,3.85,0.6875
Tom Clurey,Port Adelaide,2019,KEY_DEFENDER,1994-03-23,25,21,9.676190476190476,0.35271317829457366
Tom Cole,West Coast Eagles,2019,MEDIUM_DEFENDER,1997-05-28,22,14,4.957142857142857,0.37037037037037035
Tom Cutler,Brisbane Lions,2019,MIDFIELDER,1995-02-20,24,3,9.3,0.40322580645161293
Tom De Koning,Carlton,2019,RUCK,1999-07-16,NA,NA,NA,NA
Tom Doedee,Adelaide Crows,2019,MEDIUM_DEFENDER,1997-03-01,22,1,8.2,0.375
Tom Fullarton,Brisbane Lions,2019,KEY_FORWARD,1999-02-23,NA,NA,NA,NA
Tom Hawkins,Geelong Cats,2019,KEY_FORWARD,1988-07-21,31,24,10.720833333333333,0.46394984326018807
Tom Hickey,West Coast Eagles,2019,RUCK,1991-03-06,28,20,11.12,0.6447876447876448
Tom Jok,Essendon,2019,MIDFIELDER,1997-01-01,22,1,6.3,0.4166666666666667
Tom Jonas,Port Adelaide,2019,KEY_DEFENDER,1991-01-09,28,18,9.472222222222221,0.3424124513618677
Tom Joyce,Brisbane Lions,2019,MIDFIELDER,2000-03-07,NA,NA,NA,NA
Tom Langdon,Collingwood,2019,MEDIUM_DEFENDER,1994-06-09,25,9,7.788888888888889,0.3607594936708861
Tom Liberatore,Western Bulldogs,2019,MIDFIELDER,1992-05-16,27,15,12.2,0.49201277955271566
Tom Lynch,Adelaide Crows,2019,MEDIUM_FORWARD,1990-09-15,29,16,12.025,0.3333333333333333
Tom McCartin,Sydney Swans,2019,KEY_FORWARD,1999-12-30,20,19,5.621052631578947,0.4873096446700507
Tom McDonald,Melbourne,2019,KEY_FORWARD,1992-09-18,27,15,8.073333333333334,0.47115384615384615
Tom McKenzie,North Melbourne,2019,MIDFIELDER,2000-06-23,NA,NA,NA,NA
Tom Mitchell,Hawthorn,2019,MIDFIELDER,1993-05-31,NA,NA,NA,NA
Tom Murphy,North Melbourne,2019,MEDIUM_DEFENDER,1998-01-19,NA,NA,NA,NA
Tom Nicholls,Gold Coast Suns,2019,RUCK,1992-03-04,NA,NA,NA,NA
Tom North,Fremantle,2019,MIDFIELDER,1999-02-14,NA,NA,NA,NA
Tom Papley,Sydney Swans,2019,MEDIUM_FORWARD,1996-07-13,23,22,10.690909090909091,0.3558823529411765
Tom Phillips,Collingwood,2019,MIDFIELDER,1996-05-07,23,24,9.075,0.3120689655172414
Tom Rockliff,Port Adelaide,2019,MIDFIELDER,1990-02-22,29,18,10.922222222222222,0.4176706827309237
Tom Scully,Hawthorn,2019,MIDFIELDER,1991-05-15,28,21,8.4,0.28061224489795916
Tom Sparrow,Melbourne,2019,MEDIUM_FORWARD,2000-05-31,19,2,5.3999999999999995,0.45454545454545453
Tom Stewart,Geelong Cats,2019,MEDIUM_DEFENDER,1993-03-15,26,25,6.404,0.26576576576576577
Tom Wilkinson,North Melbourne,2019,MEDIUM_FORWARD,1996-03-07,NA,NA,NA,NA
Tom Williamson,Carlton,2019,MEDIUM_DEFENDER,NA,21,2,2.75,0.21739130434782608
Tom J. Lynch,Richmond,2019,KEY_FORWARD,NA,27,25,8.964,0.5765124555160143
Tomas Bugg,Carlton,2019,MEDIUM_FORWARD,1993-04-05,NA,NA,NA,NA
Tommy Sheridan,GWS Giants,2019,MIDFIELDER,1993-10-28,26,1,0.5,0
Tory Dickson,Western Bulldogs,2019,MEDIUM_FORWARD,1987-09-26,32,17,9.152941176470588,0.3926701570680629
Touk Miller,Gold Coast Suns,2019,MIDFIELDER,1996-02-22,23,18,10.877777777777778,0.46958637469586373
Travis Boak,Port Adelaide,2019,MIDFIELDER,1988-08-01,31,21,14.3,0.48811410459587956
Travis Colyer,Fremantle,2019,MEDIUM_FORWARD,1991-08-24,28,10,6.67,0.41610738255033564
Travis Varcoe,Collingwood,2019,MEDIUM_FORWARD,1988-04-10,31,16,7.8125,0.3645320197044335
Trent Cotchin,Richmond,2019,MIDFIELDER,1990-04-07,29,14,10.964285714285715,0.4870848708487085
Trent Dumont,North Melbourne,2019,MIDFIELDER,1995-06-30,24,21,9.623809523809523,0.31187122736418516
Trent McKenzie,Port Adelaide,2019,MEDIUM_DEFENDER,1992-04-03,27,1,15.6,0.4
Trent Mynott,Essendon,2019,MIDFIELDER,1999-10-04,NA,NA,NA,NA
Tristan Xerri,North Melbourne,2019,RUCK,1999-03-15,NA,NA,NA,NA
Tyler Brown,Collingwood,2019,MIDFIELDER,1999-12-09,NA,NA,NA,NA
Tyson Goldsack,Collingwood,2019,KEY_DEFENDER,1987-05-22,NA,NA,NA,NA
Tyson Stengle,Adelaide Crows,2019,MEDIUM_FORWARD,1998-10-19,21,2,11.85,0.35294117647058826
Wayne Milera,Adelaide Crows,2019,MEDIUM_DEFENDER,1997-09-14,22,17,8.011764705882353,0.2706270627062706
Wil Powell,Gold Coast Suns,2019,MIDFIELDER,1999-08-26,20,13,5.6230769230769235,0.3719512195121951
Will Brodie,Gold Coast Suns,2019,MIDFIELDER,1998-08-23,21,8,7.7125,0.4342857142857143
Will Golds,Hawthorn,2019,MIDFIELDER,2000-05-06,NA,NA,NA,NA
Will Hamill,Adelaide Crows,2019,MEDIUM_DEFENDER,2000-11-17,NA,NA,NA,NA
Will Hayes,Western Bulldogs,2019,MIDFIELDER,1995-06-05,24,9,6.9111111111111105,0.3237410071942446
Will Hayward,Sydney Swans,2019,MEDIUM_FORWARD,1998-10-26,21,13,5.923076923076923,0.46853146853146854
Will Hoskin-Elliott,Collingwood,2019,MEDIUM_FORWARD,1993-09-02,26,19,8.057894736842105,0.28169014084507044
Will Kelly,Collingwood,2019,KEY_FORWARD,2000-08-16,NA,NA,NA,NA
